@relation pca_music

@attribute Band_Energy_Mean continuous
@attribute Chroma_stft_mean continuous
@attribute Mean_ZCR continuous
@attribute MFCC_delta_std continuous
@attribute Total_beats continuous
@attribute Mean_Spectral_Flux continuous
@attribute Band_Ratio_StdDev continuous
@attribute b4 continuous
@attribute MFCC_delta_mean continuous
@attribute Average_beats continuous
@attribute MFCC_delta_variance continuous
@attribute b5 continuous
@attribute Spectral_Roll_Off continuous
@attribute ZCR_StdDev continuous
@attribute genre {pop,electronic,rap,folk,rock,classical}

@data
-1.07449,-0.30747,2.763144,-1.322679,1.938218,0.461699,0.351829,-0.599695,0.051188,-0.518876,-0.472844,-0.157542,0.609502,1.403627,pop
2.355808,-1.415717,2.690826,-1.052699,-3.062608,-0.078293,1.016234,-1.453988,-0.782566,-0.392923,0.314929,-1.261556,-0.188685,-1.276004,pop
1.213903,0.877756,-0.129046,-1.673663,-0.945963,-0.104751,0.805875,-0.475115,0.125602,-0.798979,0.656783,0.440237,0.038985,0.805174,pop
1.117032,0.198852,0.163033,-2.008125,1.172061,-0.079156,1.61276,-0.293516,0.663634,0.990606,0.4235,-0.43315,-0.63859,0.565802,pop
0.60119,1.628259,-0.654667,-0.544071,-1.706414,0.666278,0.879688,-0.49009,-0.035982,-0.523198,0.18098,0.097247,0.928879,-0.092261,pop
1.316395,2.064883,0.227163,-1.133376,-1.614277,0.579299,0.687735,-0.273351,-0.083409,-0.506122,-0.009272,0.0757,-0.583918,0.715932,pop
5.544346,3.870121,1.860037,0.188539,-0.358238,1.30426,-0.712674,-1.16171,-2.247662,0.429054,0.073927,-0.255683,-0.218105,-2.556308,pop
0.203821,-0.454072,3.19093,-4.953572,0.132664,-2.85889,0.724221,1.905039,1.739053,-1.097996,-1.591507,0.482027,-0.142045,-1.371423,pop
-1.204625,-1.010205,1.21343,-1.033339,0.385586,-0.177376,1.12129,-0.765494,-1.225115,-0.064091,-1.056846,0.283541,-0.398885,0.16309,pop
-0.106875,-1.079436,2.655027,-4.137079,0.449616,-2.224325,1.157861,0.090888,0.22671,-0.66605,-0.505123,-0.131637,-0.85801,-1.15177,pop
-0.748505,-1.039563,3.477907,-3.960685,0.694306,-1.945373,1.232196,0.233432,-3.104181,0.197986,-0.821262,-0.10603,0.480369,-0.897361,pop
-0.190369,-0.858421,1.057823,-2.803325,-0.344474,-1.333608,1.390475,0.463109,-1.383847,0.480144,-1.505212,0.746544,0.330371,0.158611,pop
-1.77738,-2.675175,3.380993,-1.523029,1.622021,-1.171338,0.369352,-0.130013,-2.005963,0.296889,0.367775,-1.886492,-0.219416,-0.465107,pop
-0.773613,-3.16471,3.129397,-0.592761,1.335474,-0.878406,0.58106,0.13127,-2.327952,0.33065,-0.030462,-0.741284,-0.236503,-0.192724,pop
-1.308192,-2.986944,3.720719,-0.84062,1.441321,-0.791677,0.744515,-0.027474,-2.943547,0.635149,0.217837,-0.686782,-0.488546,-0.21548,pop
-0.603918,-1.953433,2.64686,-1.859704,1.314555,-1.211304,0.988142,0.452145,-1.099478,0.19356,1.422891,-0.672733,0.773281,-1.197988,pop
-1.701136,-2.243905,3.084634,-2.1131,0.768396,-1.088017,0.986073,-1.038452,-1.232508,0.334686,-0.321358,-1.39782,-1.14686,-1.152634,pop
-0.636719,1.419819,-1.956775,-0.113401,-2.097285,0.487808,0.032934,-1.758377,0.732141,-0.9081,-0.079086,0.233172,0.685092,-0.083526,pop
0.18422,0.465847,0.794013,-0.741588,-2.608603,0.205932,0.459375,-1.424686,-0.616748,0.071514,0.464144,0.597602,0.971761,-0.347462,pop
0.243104,1.065591,-0.421967,-0.949975,-1.923018,0.287101,0.365946,-1.306913,0.033162,-0.805804,0.133274,0.406532,0.111098,0.853675,pop
1.659985,1.198567,-0.960061,-1.328143,0.989178,0.620356,1.192511,-0.685109,-0.020822,1.104249,-0.531132,0.260628,-0.470617,1.12437,pop
0.025757,0.898554,0.367413,-0.709099,-2.60797,0.228118,0.073863,-1.645728,1.225879,-0.573102,0.665362,0.260902,0.165118,-0.157915,pop
-1.004808,-1.601434,1.013361,-0.404309,0.307205,-0.475953,0.252592,0.418681,0.490795,-0.177696,-0.076292,0.071769,-0.530204,1.372701,pop
-1.897403,-0.666328,3.454912,-1.667286,0.995292,-0.396266,0.058134,-0.651669,0.962007,-0.629062,0.454753,0.384738,-0.475415,-0.074864,pop
-1.865891,-2.855701,1.531514,0.075921,-0.490734,-1.22288,-0.805222,0.826736,1.493875,0.592623,1.034598,-0.328856,0.346876,1.090096,pop
0.016531,3.319424,3.157978,-1.993845,-0.57169,0.41466,0.470106,1.148642,-0.512085,0.227787,-1.648097,-0.2629,-0.400309,-0.941169,pop
-1.68448,-1.867603,2.538103,-0.399111,-0.037719,-0.468357,0.315326,0.093088,0.032244,0.47104,0.269106,0.198395,-0.738263,0.124467,pop
-3.331194,-0.814663,3.149566,2.38963,-0.570708,1.636754,-0.98086,-1.378004,-0.142082,-0.163626,0.389133,0.487272,0.449729,0.107071,pop
1.610831,5.598082,2.264124,0.916418,1.502071,2.908301,-0.207524,-0.536716,-4.376512,-1.630694,0.494345,0.136576,-0.838733,-0.570969,pop
-2.186938,-0.207272,2.219308,1.37509,1.921321,1.717012,0.217007,-1.042126,0.48041,0.918501,-0.309194,0.419049,0.053984,-0.274051,pop
-1.188882,-0.05937,1.721799,1.103167,-1.643376,1.123251,0.262695,-0.145969,0.465793,0.212011,-0.454957,0.826157,-0.860408,0.68393,pop
-2.01402,-0.406623,2.617337,1.13796,-0.881568,1.218149,-0.151761,-1.362743,0.836252,-0.12547,0.458037,0.095072,-0.683499,-0.241764,pop
0.218997,-0.753576,1.06781,0.5127,1.163637,0.80151,0.751531,0.51521,1.831072,-0.513005,-0.65392,-0.589201,-0.069266,-0.025917,pop
-0.398064,1.472396,4.58405,-1.885675,1.874949,0.706284,0.135031,0.72325,0.326498,-0.834159,-2.014469,0.391566,-0.11279,1.158565,pop
2.826721,-3.042242,1.447771,-0.163029,0.767906,-0.372204,1.849538,0.864549,-2.834647,2.975151,-0.686343,-0.035579,-0.863975,-0.878768,pop
0.6717,-1.288029,0.327946,0.113065,0.394549,0.187721,1.149143,0.756019,0.787411,0.775814,-0.358691,-0.645225,-0.38306,0.051809,pop
0.406529,-1.577946,1.400894,0.974324,0.38891,0.585441,0.716959,0.927021,0.631291,0.853976,-0.600586,-1.129344,-0.240868,0.062909,pop
0.387961,0.57158,-1.648084,-0.960454,-0.389804,0.144587,0.533284,-1.872586,-0.756248,0.402858,0.331339,0.749969,0.093032,0.931741,pop
-0.317916,0.691096,1.141087,-1.417798,0.305522,0.251935,0.400438,-1.476535,-1.24138,0.017961,0.220539,0.358228,-0.531987,0.901106,pop
-0.266259,0.335718,0.250505,-0.7137,-0.514999,0.291943,0.19052,-1.621911,0.896562,0.170529,0.797645,0.284541,0.04342,0.524382,pop
1.213098,0.51938,-0.578108,-1.809693,-0.010141,-0.252849,0.827351,-0.92917,-0.086094,0.945201,1.331577,-0.040349,0.413077,0.712845,pop
-0.100322,0.507526,0.070706,-1.122595,-0.44903,0.094687,0.220215,-1.654067,0.041339,0.600126,1.668326,0.65398,0.655388,0.690881,pop
0.551574,-0.012512,1.472751,-1.350971,-1.116533,0.155539,0.813874,-1.489892,0.131244,0.264188,-0.059779,-0.397294,-0.378126,-0.033681,pop
1.981532,2.621229,1.833053,-1.108732,-1.855169,0.64444,-0.153156,0.348006,0.762177,1.125172,0.763988,0.611379,0.073894,0.955642,pop
1.257237,0.268181,1.083611,-0.28059,-0.754678,0.968525,1.269811,-0.409756,1.281745,1.439142,-0.613012,0.021044,0.015403,0.024908,pop
0.052195,-0.69999,2.390876,-2.028707,1.153029,-0.098819,0.503626,-2.108416,-0.011157,0.091072,0.351627,-0.706638,-0.336418,0.118109,pop
-1.104519,-0.218473,1.002873,-0.066231,0.419435,0.837469,1.023481,-0.726338,0.293792,0.464491,0.034024,0.94713,-0.427474,0.486844,pop
-4.036992,-1.749031,0.380979,3.715815,0.304409,1.033747,-0.565015,1.139782,0.929882,1.08049,0.279761,1.774732,-0.3195,-0.945168,pop
-0.936588,-0.818841,0.522148,0.893578,-0.230663,0.804323,1.007579,0.868856,0.674228,1.285255,-0.883942,0.04771,-1.119588,1.041517,pop
1.337145,1.380088,0.57222,-1.20937,0.648419,0.812729,1.774979,0.484822,0.605767,0.285897,0.202815,0.13815,-0.506577,0.182675,pop
6.193063,-2.581524,0.612327,1.265424,0.227961,-1.051316,-1.640989,2.355599,0.363221,0.647018,0.432942,-1.87223,0.781999,0.3327,pop
-3.380221,-2.047523,0.336897,2.420358,2.341257,0.760073,0.250065,0.83536,0.44981,0.966006,0.864628,1.186218,0.093438,-0.500218,pop
-2.128044,0.115189,-0.445068,-0.213505,-1.54808,0.14058,0.394865,-1.248488,-0.187573,-0.458428,-1.012647,0.022031,-0.112044,-0.025695,electronic
-5.843461,0.396847,-1.222009,1.035783,0.917808,0.358326,-0.367581,-0.808541,0.671905,0.425627,-0.229606,-0.402714,-0.225426,-0.166518,electronic
-4.673065,1.763152,-0.196398,0.645336,0.329886,0.85519,-0.045719,-0.006851,0.032472,0.657309,-0.451758,-0.84282,0.015004,-0.550452,electronic
-2.03721,-0.326841,-1.261247,-0.163784,-1.998123,-0.342165,0.269842,-0.726199,-0.084538,-0.111663,-0.839007,-0.21292,0.776211,-0.209716,electronic
-4.26057,-1.017846,-1.366101,0.285604,-1.023598,-0.542733,0.47701,-0.556368,-1.303205,0.028061,-0.598074,0.300064,-1.139158,0.815532,electronic
-3.398793,5.436465,-0.566869,-4.048392,-0.133319,-2.32894,-2.001311,4.477706,-0.288993,-0.988145,-2.692447,1.268114,0.321494,0.043699,electronic
3.276792,0.951987,-3.797627,-1.159064,1.681661,-1.233804,-2.527742,-1.293381,-1.759413,1.282726,-0.759814,0.823573,0.504516,-0.288332,electronic
-3.900349,3.563719,-2.219832,-0.877498,-0.657733,-0.32443,-0.927212,0.438249,-0.259239,0.400777,0.305397,-0.291492,-0.338793,-0.539122,electronic
-3.858325,3.490161,-2.823931,-0.691887,0.388603,-0.191275,-0.961658,0.457198,0.211933,-0.569383,0.349065,-0.113245,-0.330175,-0.079565,electronic
-0.36098,-1.213869,-3.739571,0.420005,0.62021,-0.89449,-0.672675,-0.416852,-0.462568,-0.89078,-1.247706,-0.568407,-0.783867,0.670599,electronic
-4.705705,0.689854,-4.122645,-0.093101,0.89712,-0.402837,1.320759,0.071231,0.159717,-0.228485,-0.788254,-0.473598,-0.130761,-0.517347,electronic
-4.792391,-1.789223,-1.252211,-1.623202,-3.16509,-3.082727,0.111368,1.057825,-0.464801,-0.610615,0.48942,0.2639,-1.617543,-0.583793,electronic
-2.707192,-0.677546,-2.51448,-1.519329,0.502243,-2.076553,-0.993619,-1.035702,2.625169,-0.382926,-1.887806,0.406015,-0.04881,-0.366103,electronic
-4.101071,-0.980729,-0.824375,-2.199331,0.404152,-2.039863,1.465507,0.890989,-0.824734,0.876491,0.054619,0.093787,-3.162375,0.209504,electronic
-3.321416,0.578184,-3.374748,-2.191129,0.873968,-1.591185,0.343544,-0.558553,-0.106045,0.572731,0.86388,-0.581642,0.307952,0.201903,electronic
-4.00578,-1.011951,1.143109,0.79823,0.671373,0.010349,-0.691569,-0.105052,-0.061963,-0.042179,0.351007,-0.234008,0.52168,0.072361,electronic
-3.471477,-0.569193,1.164814,-0.317646,0.197482,-0.429545,0.006976,0.205382,-0.013166,-0.162949,0.112395,0.09305,-0.176373,-0.472788,electronic
-2.47011,1.759064,0.337481,-1.871255,0.564686,-0.497495,0.488099,1.402175,-0.776607,-0.787867,-0.841274,-0.038593,0.87103,-0.34178,electronic
-3.360982,-0.522803,0.927642,-0.705734,-0.476761,-0.585332,0.463643,-0.601903,-0.806003,0.742537,0.434016,-0.141084,0.089843,-1.817744,electronic
-4.227093,-2.515427,2.056853,1.61503,-0.314225,-0.011705,-1.230915,-1.082353,-0.545231,1.021643,-0.383789,0.580746,-2.381907,1.904181,electronic
-5.906058,4.598959,1.435157,2.080633,-0.104856,2.240013,-2.11758,0.145373,-1.024347,0.365268,-0.333075,0.053,0.018517,-0.048319,electronic
-6.478631,-1.438322,0.492235,0.348771,1.413745,-0.763832,-0.846442,-0.722069,0.121348,0.429465,1.702068,-0.080485,-0.455265,-0.44946,electronic
-6.707264,4.777422,1.032973,1.666902,0.070846,1.792302,-2.481724,0.133124,-0.026425,-0.131746,-0.576837,-0.229439,-0.511758,-0.171214,electronic
-5.671626,-3.234792,0.363881,1.700062,-0.054091,-0.762614,-1.28552,-1.306227,0.62418,0.250028,0.854191,0.606707,-0.147274,-0.103542,electronic
-2.906686,-2.80941,-0.626527,1.815746,0.465488,-0.016584,-0.247088,-1.499812,-0.814494,-0.169322,-0.618846,0.03704,0.699751,-0.311192,electronic
-1.779801,-1.324051,1.956379,-0.174678,-1.524999,-0.022794,0.855491,-1.318118,-0.570126,-0.307552,0.563184,-1.219117,-0.973939,-1.36983,electronic
-3.49314,-0.510343,-0.932479,0.78817,2.166392,0.47838,0.935112,0.037087,0.126896,-0.667657,0.329302,-0.381986,0.210892,-0.570997,electronic
-3.242959,-0.642832,-1.063758,0.829363,1.350723,0.205727,0.544083,0.062576,1.377004,-0.088628,-0.013258,-0.645702,0.005872,-0.632003,electronic
-0.579263,-0.254026,-1.028924,0.392154,-0.424106,0.572131,0.828016,-0.652639,0.135403,-0.437529,-0.182926,-1.741305,0.668067,-0.747143,electronic
0.592569,-1.647632,1.456178,0.086393,-0.572274,0.167004,0.359321,-1.438851,-1.583848,0.144535,-1.058737,-1.748463,0.188497,-0.846685,electronic
-1.767614,0.220969,-3.402446,-0.048656,-1.165728,-0.549702,-0.178499,-1.46442,-0.503245,-0.459525,-1.683864,-0.043484,0.340561,-0.508057,electronic
-1.668703,0.395911,-3.74807,-0.058325,-1.679871,-0.66535,-0.399064,-1.023455,0.359094,-0.188999,-1.830735,0.057099,0.381651,-0.0534,electronic
-4.991301,-0.835773,-1.924413,1.023698,1.611721,0.394771,0.584438,-1.587346,0.286421,1.23707,-0.486373,-0.694956,0.262625,-0.155878,electronic
-2.278993,-0.130657,-3.197159,-0.0315,0.119757,-0.407976,0.313104,-1.55466,-0.64783,-1.271609,-1.311938,0.02095,0.424397,-0.439448,electronic
-0.223166,-0.137394,-1.818381,-1.0021,-1.135859,-0.813908,-0.199818,-1.346779,0.324215,-0.630452,-1.09247,-0.433559,0.22593,-0.35063,electronic
0.460687,0.462488,0.426201,-1.898035,2.191813,-0.047171,1.702547,1.37787,0.784658,0.591868,0.154959,0.354984,-0.260394,0.767138,electronic
-0.552623,1.006023,-0.632279,-0.37877,0.687625,0.955828,1.159657,-0.892546,0.718893,-0.068065,-1.268939,-0.453901,0.230061,-0.464488,electronic
-4.257585,4.804366,-0.178069,0.978821,0.455572,1.734338,-0.718905,1.459531,0.131221,0.340291,-1.075161,-0.038227,-0.101763,-0.552925,electronic
-0.490332,-0.65723,-0.489335,-1.501786,-3.457807,-1.480313,0.622775,1.57522,-0.124393,-1.134759,1.537163,0.845408,1.311869,0.689951,electronic
0.364928,-0.848757,0.469555,-2.600996,0.868735,-1.691496,0.382952,-0.098574,5.817989,-0.916381,1.740101,-0.879086,-0.627845,-1.230773,electronic
-1.349894,0.385323,2.39529,0.059771,2.845752,1.297573,0.839362,-1.20392,-2.451168,-2.327166,1.324428,-0.696923,-1.781092,0.695901,electronic
2.886859,3.011746,1.178217,-0.746104,-0.801984,0.906348,-0.320974,-0.378704,-0.30113,0.959487,1.844863,-1.014316,-0.108385,-0.497388,electronic
-2.061747,0.529112,1.038865,0.281246,0.501357,1.032797,1.315331,-0.466264,-2.143401,-0.612596,0.63483,-0.864412,-2.340848,0.353526,electronic
0.896106,-0.85244,1.641169,-0.500231,0.236467,0.283939,0.14983,-0.926657,1.407411,-0.207471,1.736593,-0.964955,-0.255083,1.413767,electronic
-3.632293,0.515932,-0.140199,-0.180977,-1.052395,-0.052364,0.39338,-0.306199,-2.823659,0.836553,0.948213,-0.641061,0.834475,-0.226375,electronic
-1.999404,-1.324034,-0.921585,-0.152993,-2.335721,-0.731598,0.247439,-0.442429,-0.100258,-0.76753,0.535806,-0.931169,0.656908,0.009172,electronic
1.091478,-1.17161,0.074661,-0.856608,-0.956133,-0.871023,-0.971232,-1.994462,1.73427,-2.111243,-0.440538,-1.142496,-0.096262,-0.924875,electronic
-3.86342,-1.811187,-3.317096,0.93363,1.266884,-0.766598,0.382371,0.772427,-0.568607,0.856281,1.313343,-1.628783,0.069154,0.707497,electronic
-3.86342,-1.811187,-3.317096,0.93363,1.266884,-0.766598,0.382371,0.772427,-0.568607,0.856281,1.313343,-1.628783,0.069154,0.707497,electronic
-2.16635,0.474468,-1.422037,-1.378258,1.438802,-0.194981,1.54793,-0.332815,0.070376,-0.087946,0.831583,-0.756177,0.416241,-0.899116,electronic
-4.288485,4.825192,0.818555,-0.771664,0.362518,0.484622,-1.517083,1.227973,-0.221507,-0.307508,-0.710642,-0.115368,-0.05786,-0.503303,electronic
-5.066801,4.09055,2.077918,-0.345765,1.359931,0.925244,-0.605515,0.863395,-3.672336,-0.262596,-1.114619,-0.327443,0.247269,-1.53644,electronic
-3.995143,1.51334,0.430071,-2.62596,0.395919,-1.916324,-0.74698,1.293076,1.336335,-0.524245,0.884709,-0.507987,-0.472812,-0.875723,electronic
-6.043237,1.953837,-0.3268,0.428407,0.643841,0.140645,-1.275612,0.472439,0.002311,-0.095158,-0.203402,-0.047797,-0.10431,0.305435,electronic
-6.315792,1.608136,-0.473197,0.530287,-0.110822,-0.132412,-1.728484,0.097549,1.454324,0.287987,0.092208,-0.212024,-0.44611,0.346823,electronic
3.620174,-0.421077,-0.272863,0.718888,-0.439205,0.327235,0.481473,2.011311,0.223745,0.456811,0.439624,-0.305924,-0.50198,0.254143,electronic
1.555688,-0.430519,-1.055382,-0.876278,2.387024,0.177245,1.578081,0.649282,2.009407,0.165091,-0.083649,-0.09776,0.225894,0.424713,electronic
2.71375,-1.70454,-0.088247,-0.135481,-0.619566,0.012678,1.09978,-0.133703,-0.510769,0.836685,-0.052186,-0.536347,0.118486,0.576383,electronic
0.586219,-1.028427,0.892505,-0.882011,-0.745685,-0.1986,1.043559,-0.808408,1.403594,0.273509,1.13506,-0.163644,-0.641138,-0.062867,electronic
-5.481627,0.738317,-1.036248,1.283518,0.278405,0.595754,-0.640899,-1.01949,-0.084591,1.099253,-0.116887,-0.04607,0.169927,0.215892,electronic
-5.570847,-0.42513,0.115456,0.589215,1.391495,-0.120589,-0.655648,-0.710836,-1.557743,0.625165,0.87923,0.632081,0.544279,0.287991,electronic
-4.118793,0.380175,-1.779175,0.251675,0.653861,-0.014047,0.447566,-0.282957,0.271775,0.465774,0.099001,0.062541,0.290246,-0.120748,electronic
-5.604225,-0.351398,0.007958,0.524912,0.427638,-0.477679,-1.577168,-0.855653,1.996719,0.912588,1.025376,0.208291,-0.146512,0.427708,electronic
3.409886,0.364524,-1.315978,-0.22129,-0.798349,0.52445,0.202431,-1.454463,-0.11301,0.751635,0.229176,0.413325,0.162483,0.614852,electronic
-0.256485,1.588169,1.428569,-0.135101,-0.558149,0.991584,0.87395,0.570303,-0.104483,0.440493,0.725304,-0.725491,-0.596917,0.154006,electronic
-0.405282,1.235969,0.86573,-0.546203,-0.48794,0.464733,0.648853,0.680043,-0.103798,0.516824,1.158611,-0.042882,0.719524,0.271901,electronic
0.412841,1.069767,-0.956074,-0.418055,0.170065,0.601816,1.286702,0.694359,-0.113338,-0.16037,1.003427,-0.282934,1.051691,0.275535,electronic
6.101812,2.160519,-0.561301,0.694051,3.487191,1.405081,-1.387325,-0.843306,-2.758759,-3.830527,0.21168,0.051652,-0.910656,-0.107044,electronic
0.039193,1.095673,-1.414526,1.551846,-0.389559,2.047449,1.817203,0.092046,0.143405,-0.102999,-0.423573,-0.029428,-0.738218,0.490986,electronic
-2.70064,-0.703784,-3.553523,-1.505089,1.002807,-1.300353,1.35615,-1.15629,-1.446812,0.381052,-0.377794,-0.938308,0.418082,-0.833243,electronic
-1.62174,-2.813476,-2.519567,0.365551,1.28306,-1.70761,-0.758796,-0.023937,-0.031077,-0.0462,-1.188399,-0.546267,0.509164,-0.028393,electronic
-4.978303,-1.314522,-2.292122,0.092353,1.780922,-1.036398,0.004882,-0.045964,0.752863,-0.043222,1.357646,0.042469,-0.132218,0.315193,electronic
-2.374726,-1.203837,-3.060262,-0.692089,1.057546,-1.12779,0.666517,-0.356495,1.36142,0.192601,-0.113931,-0.834985,0.268398,-0.238452,electronic
-3.649637,-0.314379,-2.823277,-1.642084,1.845943,-1.18522,0.855372,-1.201269,-0.053607,-0.944023,-0.144454,-1.105583,0.172344,-0.39662,electronic
-4.108418,1.565134,-0.253183,-1.008894,-0.288461,-0.663363,-0.575012,0.743427,-0.586908,0.616761,0.508032,-0.835389,-0.050571,0.55121,electronic
-2.643794,2.383755,-0.242486,-0.766596,-0.582093,0.323947,-0.528323,-1.038038,-0.750525,0.674265,0.838396,-1.359143,0.462738,-0.169643,electronic
-4.040269,3.560988,0.225607,-0.723158,-0.14891,0.142817,-0.728145,0.772598,0.012045,0.011655,-0.097026,-1.130562,-1.203108,-0.811945,electronic
-2.952772,4.308905,0.49293,-0.024128,-2.641169,0.825683,-1.273623,-0.404678,-0.283929,1.104187,0.656986,-2.005031,-0.44681,-1.236928,electronic
-4.136244,3.404323,0.133928,-0.722668,3.067146,0.402745,-0.743118,0.510045,1.647547,-0.382153,0.219431,-1.447013,-0.776938,-1.194655,electronic
2.92605,-0.674794,-0.688139,0.67917,0.418775,0.651644,0.31746,-0.661469,-0.074854,-0.718893,-0.414087,-0.711946,-0.352885,-1.147636,electronic
0.415827,-2.577547,0.46827,0.446563,2.709841,-0.144045,0.625499,1.309893,-0.28395,0.426734,-1.028083,-0.282342,0.555981,0.327028,electronic
1.626605,-1.939062,-0.175795,-0.347639,-1.676995,-0.593751,0.195058,-0.665661,0.36841,1.042704,-1.206505,-0.219858,-0.952158,0.20504,electronic
2.276767,1.681822,-1.516103,-0.406142,1.003521,0.678844,-0.125544,-0.509149,1.271806,0.470894,-0.597128,-0.884949,-0.884166,-0.059162,electronic
-4.305445,0.903189,-1.721658,0.543415,-0.360549,0.287029,0.459731,0.467012,-0.218079,0.231127,0.331388,-0.574652,0.22291,0.088664,electronic
-3.45728,1.139045,-1.008641,-1.110076,-0.335404,-0.517258,0.52119,0.822013,0.405888,-0.45872,-0.958977,0.540991,0.515825,-0.21161,electronic
-1.73411,-0.432804,-1.969386,-1.954931,-0.618774,-1.465098,1.104505,1.215822,0.019517,-0.266677,-0.119545,-0.165128,1.123915,0.489661,electronic
-2.99807,1.848371,-1.59751,0.037499,-0.498261,0.735393,0.54065,-0.450822,0.030048,0.164497,0.011108,0.328494,0.68316,0.103829,electronic
-0.475297,0.503086,-2.339101,-1.98852,-0.586455,-0.895861,1.22658,-0.000847,0.309813,0.044298,-0.240638,0.629509,0.972383,-0.38889,electronic
-1.244817,-1.314687,-0.527606,-0.777075,1.731817,-0.168143,1.505914,-1.233339,-0.941994,-1.528486,1.288012,-0.22734,1.024253,-0.624193,electronic
-4.408969,1.165972,-2.533216,1.559715,-0.445809,1.034285,0.378102,-1.047413,-0.275383,-0.335523,0.407632,0.386219,0.184957,0.094875,electronic
-4.135738,1.191885,-2.520853,1.508151,-0.783268,1.062184,0.634163,-0.928641,-0.59076,-0.226605,0.394022,0.26185,0.251312,-0.043811,electronic
-7.878539,-0.289278,-0.166718,1.443552,1.246057,-0.367611,-1.882808,-0.6449,1.997127,0.599359,0.773699,0.226557,-1.403656,-0.687211,electronic
5.291409,-2.70317,1.0192,0.811234,3.342329,-0.232019,-0.354546,-0.256958,-3.242954,-2.380068,-1.113228,-0.653653,-0.563628,-0.827382,electronic
-9.328468,-1.740047,1.728433,1.76335,2.873047,-0.407575,-2.138292,-2.023427,-1.34721,0.276034,0.705823,0.158896,-1.43563,-1.751731,electronic
-5.292339,-1.062531,-1.496385,2.307398,-2.289054,0.073959,-0.375407,-0.188457,-1.129313,-0.181981,0.663651,0.45493,0.039245,0.146664,electronic
2.626364,-1.228778,0.222558,-1.087225,-2.407353,-0.841793,0.118859,-1.673198,-0.951246,-0.328417,-0.031348,0.891828,-0.835505,0.309644,electronic
1.417987,-1.029912,-1.467335,-0.368485,-2.299128,-0.704386,-0.571458,-1.708419,-0.404427,-0.845728,-0.4372,0.536273,-0.361783,0.73281,electronic
-5.292184,-0.48452,-1.289187,2.250446,-2.37487,0.261646,-0.716742,-0.522894,-0.039441,-0.400787,0.588156,0.204224,-0.184001,0.104096,electronic
-4.773917,-1.996447,-1.296351,2.149045,-1.960228,-0.448362,-0.486181,0.185713,-1.252419,-0.58781,1.366317,-0.293499,-0.060833,0.195001,electronic
-0.187183,-1.620148,0.262849,0.061183,1.187434,0.278369,1.092602,-0.74015,-0.860505,0.159089,-1.123681,-0.050525,0.175228,0.230625,electronic
-0.275841,0.317261,0.187442,1.090167,1.209279,1.888241,1.532188,-0.71913,0.481917,-0.013972,-0.640196,0.034181,-1.700547,0.838157,electronic
-0.332126,0.523988,-1.070368,1.872735,-0.071909,1.71782,1.005438,0.177803,0.96661,-1.506007,0.148549,0.265398,0.665073,-0.304343,electronic
-4.34124,-0.567609,2.321543,1.658394,-0.936987,0.448518,-2.071341,-0.670754,2.17035,-0.117782,1.584726,-0.093606,0.095637,0.397652,electronic
-0.75574,-1.575244,0.001558,-0.784334,-1.302387,-1.009038,-0.615,-2.112158,0.490581,-0.263597,-0.192036,1.592248,0.946872,-0.837434,electronic
-8.649573,-0.944024,-0.082023,2.839127,2.617867,0.495294,-1.745751,-1.307323,-0.599193,-0.018916,0.320082,0.255683,-0.997825,-0.352825,electronic
-3.79647,-0.256619,-2.079099,-0.435852,1.045921,-0.347682,0.910251,-1.50903,0.521722,-1.906504,-0.00144,0.047561,-0.106219,-0.954374,electronic
4.884901,-0.666227,-2.677313,0.376103,0.301988,-0.931933,-2.823629,-0.933286,-0.241852,-0.498043,-0.74215,0.219989,0.655059,-0.659193,electronic
-8.507752,-1.524185,-0.460764,3.209366,0.810916,0.175154,-1.651603,-0.622966,-0.343749,1.589026,0.319824,0.235092,-1.023366,-0.329938,electronic
-6.8044,-1.685779,-0.91826,2.431001,-1.014895,-0.375874,-0.863286,-0.293936,-1.0221,0.643238,0.183411,0.148086,-0.766606,-0.810443,electronic
-1.894391,1.957541,-0.525496,-1.055098,-0.840809,0.440179,0.227776,-1.60667,-0.620527,0.50701,-0.476514,-0.75221,0.781496,-0.609477,electronic
0.932371,0.199982,-1.193658,-1.434073,1.036458,-0.102025,0.288849,-1.766372,0.36998,0.434664,-0.070917,-0.551895,0.718346,0.104116,electronic
-4.745348,1.92913,-2.751282,0.282234,0.568172,0.466518,0.790493,-0.28477,0.339778,0.234442,-0.56573,-1.09583,-0.306266,-0.676189,electronic
-4.285802,2.363474,-2.559964,0.201692,0.701621,0.558632,0.590002,0.294394,0.423062,0.331819,-0.750518,-0.759662,-0.142101,-0.509369,electronic
0.589891,-1.478328,-0.991139,-1.547805,0.657533,-0.751126,0.802525,-1.650824,-0.499075,-0.283192,0.259588,-1.266918,0.49622,-0.2432,electronic
-2.630524,-1.193615,2.226722,-0.645294,-2.327068,-0.753217,-1.135958,-1.499972,-0.320321,-0.60655,0.727965,-0.807576,0.711672,0.275234,electronic
-2.149772,2.616372,1.755622,-0.815856,0.384542,0.685698,-0.021278,0.187694,0.747853,0.981309,0.185048,-2.038759,0.084023,-1.473679,electronic
-2.60041,0.779007,2.824326,-0.521023,1.424351,0.70208,-0.243027,-0.507273,-0.466264,0.774895,-0.062311,-1.252602,-0.657183,0.658254,electronic
