@relation pca_music

@attribute Band_Energy_Mean continuous
@attribute Chroma_stft_mean continuous
@attribute Mean_ZCR continuous
@attribute MFCC_delta_std continuous
@attribute Total_beats continuous
@attribute Mean_Spectral_Flux continuous
@attribute Band_Ratio_StdDev continuous
@attribute b4 continuous
@attribute MFCC_delta_mean continuous
@attribute Average_beats continuous
@attribute MFCC_delta_variance continuous
@attribute b5 continuous
@attribute Spectral_Roll_Off continuous
@attribute ZCR_StdDev continuous
@attribute genre {pop,electronic,rap,folk,rock,classical}

@data
1.173452,0.924409,1.010238,-0.074578,0.277381,1.388006,0.838611,-0.833168,1.099224,0.745313,-0.755297,-1.012399,-0.116715,0.107722,electronic
0.035762,-0.18983,2.818282,-1.112092,0.095755,0.565888,0.855196,-2.579462,1.088034,-0.059185,0.277523,-2.678838,-0.967109,-2.229544,electronic
7.902344,-1.343875,-1.374463,-0.008195,1.108927,-1.724733,-4.388885,-1.477264,-2.727206,0.248927,-1.67125,0.215722,-1.052896,-0.243143,electronic
-4.250074,-1.125717,0.305076,-0.177179,-0.792796,-0.352449,-0.3799,-1.902671,-0.498007,0.011422,0.606388,-0.166556,0.85271,0.486178,electronic
-2.616142,0.728709,-1.457361,-1.316229,-0.709919,-0.378016,0.50968,-1.471377,-0.157295,-0.662447,0.309227,-0.34271,0.662473,-0.126542,electronic
-5.555884,-1.068775,-1.455492,0.952415,0.308128,-0.218737,-0.375272,-0.534633,-0.396984,-0.787108,1.452883,-0.343985,0.196491,0.998738,electronic
-4.95522,0.038174,-1.668469,1.095897,0.208555,0.429438,0.250446,-0.475565,-1.352567,-0.888778,0.6995,-0.862054,0.272678,0.403318,electronic
-7.400994,-0.955841,0.113328,1.277944,1.711551,0.003392,-1.471211,-1.895218,-0.385523,1.415774,0.449756,0.12563,-0.009866,0.273284,electronic
-6.535079,-3.77891,-0.420721,1.626943,1.186649,-1.283109,-1.362757,-1.18904,0.408064,1.536672,0.539162,-0.658423,-0.500883,-0.21588,electronic
-8.080129,-0.670327,0.267447,1.932607,-0.243707,0.041948,-2.253778,-1.690896,0.535224,1.76788,0.418727,0.350375,-0.28297,0.50268,electronic
-7.130509,-0.870604,0.423104,1.540596,-0.691683,-0.166186,-2.04081,-1.83371,-0.318195,-0.653875,1.299666,0.115766,-0.22153,0.460254,electronic
-7.804181,-1.060559,0.138844,1.80788,0.66816,0.005707,-1.901632,-1.526243,-0.36868,0.948064,0.64964,0.425789,-0.048507,0.728203,electronic
-5.791456,-1.664847,-1.979285,2.187263,-1.018348,-0.356818,-0.061129,0.050688,-0.546618,0.076454,0.411918,0.742652,-0.564974,-0.642889,electronic
-3.366644,1.131691,-1.395545,0.794416,-0.902702,0.668974,0.724133,0.475879,0.529746,-0.649925,-0.069627,0.652093,0.043526,-0.649708,electronic
-5.552069,-1.412106,-2.612001,1.64183,-0.182103,-0.36858,0.246828,-0.244966,-1.267606,-0.080172,-0.111163,0.297181,-0.041139,-0.061563,electronic
-5.169731,-0.493358,-0.48312,2.066426,-0.591934,0.680397,-0.275611,-0.718254,-0.182008,-0.250824,0.099118,0.839376,-0.075076,-0.418368,electronic
-5.716147,-0.99091,-2.338334,1.386123,0.781938,-0.162737,0.252293,-0.596088,-0.108752,-1.400964,0.250011,0.437191,-0.47074,-0.431272,electronic
-7.537569,-0.144513,-1.07583,0.332241,1.685889,-0.69651,-0.987431,-1.003001,0.047875,1.484706,0.62316,0.11824,-0.67292,-0.396795,electronic
-2.156743,-2.555265,-1.705284,0.627864,-1.37016,-1.150217,-0.050368,-0.575028,-0.658095,-0.112197,0.614096,-1.936811,0.104944,-0.596449,electronic
-4.146896,0.427966,-3.627032,-1.015752,0.837413,-0.777057,0.963882,-0.816233,0.335734,0.037608,0.214744,0.400267,0.252619,0.052241,electronic
-3.497871,-2.295262,-1.520333,0.627418,1.136427,-0.800191,0.438817,-0.207956,0.022893,0.054958,0.193774,0.039998,-0.967101,0.148086,electronic
-4.281034,-2.151833,-1.766026,0.614729,0.481646,-0.761084,-0.000647,-1.652127,-1.75594,-1.010634,0.546883,-0.426603,0.370995,-0.148556,electronic
-3.119897,-0.25393,-1.741856,0.408504,1.708222,0.447021,1.464266,-0.631233,-0.152566,0.150863,-0.479986,-1.345018,0.107764,-1.175179,electronic
-3.557397,-0.10988,-2.155845,3.387147,-0.703681,1.164499,-0.170803,1.318737,0.7463,1.039867,0.206392,-1.117862,-0.234612,0.117249,electronic
-2.0377,2.242888,-0.553234,-1.644301,1.054024,-0.102133,0.313713,0.743013,0.413943,-1.004353,-0.204914,-0.004251,0.692298,0.041605,electronic
-3.198098,1.183956,-1.829016,-0.274017,0.172159,-0.262942,-0.158033,0.628473,2.90161,-0.760198,0.732565,-0.554256,-0.169125,0.22836,electronic
-1.075361,0.161083,-1.684106,0.751363,-0.852419,0.830132,1.060255,-0.369652,0.022569,0.000487,-0.087709,-0.852467,1.017556,0.095376,electronic
-6.296495,2.40708,1.077987,-1.070528,0.766408,-0.770785,-2.082987,1.372169,0.347051,1.03185,-0.560038,0.689386,0.032616,0.306536,rap
-5.328553,-0.851665,2.71179,-1.864307,-1.775945,-2.248512,-1.731314,0.222564,0.507734,0.73956,0.571716,0.371788,-0.306626,-1.11535,rap
-6.345281,3.317354,2.229341,-3.264499,-0.626062,-2.10071,-2.665778,1.983836,-0.691006,-0.843717,-1.006473,0.704019,0.043318,0.079019,rap
-4.793584,-0.055344,1.132521,-2.898902,-1.003905,-3.002668,-2.288713,0.462134,2.198416,-0.83191,0.575624,-0.461355,-0.655568,0.444337,rap
-1.897591,-2.074258,0.636701,-2.361387,1.720315,-2.658366,-1.064776,0.279522,3.810444,-0.548186,-1.127607,-1.911459,-0.130156,-0.730763,rap
-0.384084,3.566073,1.21967,-2.630114,1.225341,-0.329815,-0.239181,0.689636,-0.463483,0.441669,0.6919,-0.376178,-2.403839,-0.129553,rap
-1.633534,0.121622,-2.00201,-1.952362,0.673713,-1.267025,1.124141,0.124843,-0.037353,0.496623,0.287911,-1.067559,-0.077366,-0.376124,rap
-1.86819,0.768733,-1.611554,-1.788926,0.655364,-0.811162,1.189813,-0.148731,-1.069355,0.488426,0.468255,-0.95032,0.462024,-1.023236,rap
-2.24074,0.783554,-1.681939,-1.84124,0.758159,-1.11553,0.19852,-0.353411,2.397023,-0.038725,0.892396,-1.133594,-0.178679,-0.614215,rap
-3.868515,0.154397,0.901737,-0.273535,-0.700221,-0.500646,-0.597825,1.824974,-0.150255,0.330589,-0.557187,0.691304,0.988591,0.724889,rap
-3.208024,1.644631,-0.516781,-0.203775,-0.603255,0.037294,-0.227826,1.566367,-0.362374,-0.011966,-0.100162,-0.719043,0.827427,0.820365,rap
-3.227646,1.311601,-0.546271,-0.169036,0.01062,-0.009841,-0.17697,1.590091,-0.483558,-0.340687,0.073563,-0.769821,0.791848,0.822093,rap
-3.868515,0.154397,0.901737,-0.273535,-0.700221,-0.500646,-0.597825,1.824974,-0.150255,0.330589,-0.557187,0.691304,0.988591,0.724889,rap
-1.246882,2.53339,0.309659,-3.164101,-0.104827,-1.46649,-0.770574,1.958648,2.688727,-1.520634,-1.044521,1.552077,-0.730362,1.203115,rap
-5.038263,5.166803,0.568144,-1.348001,-0.955514,-0.171789,-1.823701,1.609702,-0.757524,-0.191449,-1.098231,-0.132314,-0.312734,-0.686584,rap
1.563384,1.44072,1.794916,-4.812601,-1.083358,-2.674774,-0.028985,3.32103,0.27523,-0.858636,-2.404442,2.42878,0.84664,0.375436,rap
-5.333229,5.371302,0.269813,-0.815925,-0.114871,0.151417,-2.313987,1.929127,0.259524,-0.938917,-1.137661,0.558766,-0.155235,0.250889,rap
-5.660609,5.050291,0.671908,-0.597275,-0.450956,0.271288,-1.867206,1.80171,-0.615514,-0.500741,-1.293699,0.202673,-0.26737,-0.400437,rap
-3.658959,4.466725,2.92591,-1.012014,-0.753092,0.169883,-2.665904,2.065175,0.251678,-0.047663,-1.455838,0.347694,0.851133,0.777305,rap
-3.540035,5.951455,3.471852,-0.521767,0.12113,1.061019,-3.008816,1.975777,-0.380716,-0.614719,-1.793196,0.37127,0.93666,0.706351,rap
-2.533786,3.599065,4.250468,-3.139398,0.15723,-0.967273,-1.309404,1.624283,-0.197239,-0.723457,-0.691944,-0.395056,-1.530218,-0.931031,rap
-1.05524,-0.185494,2.487231,-4.593193,-0.931086,-2.939011,-0.523257,-0.052557,1.568635,0.214459,1.826783,-1.546162,-0.24702,-0.852328,rap
-1.360332,1.179449,3.078149,-3.449733,0.121095,-1.621668,0.017769,2.504383,-2.914518,0.595709,0.020241,1.894943,-1.125439,1.893857,rap
-5.095992,-0.527376,1.280346,-1.416871,0.193189,-1.551671,-1.176456,-0.127551,-0.537636,-0.257821,0.446641,-0.828589,0.258248,-0.015248,rap
-3.163644,-1.657773,0.426951,-2.813062,-1.113845,-2.453608,-0.21791,-0.825014,0.746293,0.623084,0.323486,-1.207201,-0.183743,-0.091065,rap
-4.971597,-0.416151,1.724015,-1.383655,-1.034783,-1.5932,-1.250152,0.168111,0.174142,0.214564,-0.024264,-0.312546,0.153984,-0.358536,rap
-3.667126,-0.388375,0.199923,-1.332955,-1.359727,-1.180535,-0.500741,-0.22465,0.083182,0.524769,0.287316,-0.337842,0.843077,0.601977,rap
-4.760775,1.120009,3.055048,-1.334906,-0.069224,-0.66097,-1.504662,0.366693,-2.146808,0.010228,-0.093909,0.029291,1.008563,0.144392,rap
-1.425944,1.467665,-1.857019,-0.276245,0.808933,0.844384,0.901759,-0.850119,-0.736266,-0.839447,-0.51229,-0.43892,1.05352,0.007824,rap
-3.727105,3.288847,0.941865,-0.124404,0.746333,0.761147,-1.427997,0.646944,-0.042159,-0.458163,-0.841524,0.36507,0.700459,0.480607,rap
0.966074,1.882509,-1.481312,-0.555519,0.154573,0.886111,0.973366,-0.343153,0.000114,0.319498,0.010272,-0.326123,-0.235316,0.342847,rap
-3.791078,2.833121,0.632233,0.004411,0.760988,0.751581,-1.228281,0.322251,-0.078999,-0.34569,-0.480783,0.533832,0.678433,0.502374,rap
-4.254318,1.280035,0.621256,-0.509044,0.102652,-0.258359,-0.751855,0.050873,-0.365798,0.178776,-0.381021,0.125904,0.260497,-0.504764,rap
-4.768854,4.142499,-0.368567,0.550877,0.080433,1.09969,-0.784412,1.266622,0.500441,1.100506,-1.55674,0.968545,-0.095409,-0.610946,rap
-4.176891,3.072798,-1.451695,-1.146123,0.755281,-0.287664,-0.72898,0.971636,0.146944,0.590679,-0.690047,0.430415,0.442023,0.59878,rap
-3.73533,1.69445,-0.137982,-1.40715,0.520767,-0.512588,0.381944,0.696979,0.31735,0.595017,-0.491142,0.070293,-0.057623,-1.329809,rap
1.789422,-2.177937,0.379497,-0.678615,-0.250381,-0.869245,1.234357,0.728684,-1.60616,1.149826,-0.915807,1.056224,-0.413682,-0.364443,rap
-4.59984,3.958692,-0.489773,-0.013894,0.609394,0.753227,-0.541513,1.797648,0.370177,0.385282,-1.671898,1.258686,0.061971,-0.400988,rap
-1.355497,4.995375,-1.024779,0.411729,0.533884,1.16478,-1.457408,1.698297,-0.363193,0.871164,1.726439,0.203395,0.070846,-0.132491,rap
-4.143209,3.026923,-1.606323,-1.389839,-1.16637,-0.868624,-1.32891,0.422937,-0.314211,-0.532518,0.817123,0.994671,0.153397,0.42376,rap
3.922982,-1.612489,0.425874,-1.054224,-0.595378,-1.08939,0.236004,1.232857,-1.115725,1.047817,-0.833663,-0.364889,-0.180795,0.096532,rap
-3.600969,1.254269,-1.871685,-2.111642,-3.156279,-1.984507,-0.741015,0.487214,2.368237,0.781188,0.342088,-0.333085,-0.222425,-0.112247,rap
2.705293,-0.455009,-0.365579,-1.280156,-1.362313,-0.555695,0.669164,-0.270584,-0.725887,0.479532,-0.605629,0.679276,0.358833,-0.383514,rap
-0.361493,1.931071,1.97715,-2.319658,0.398861,-0.208246,0.203703,1.149525,-0.549079,-0.468324,-1.010045,0.339444,-0.217295,1.349614,rap
1.137172,0.837471,0.613847,-1.528217,-0.050895,0.009492,0.964234,0.979021,0.460661,-0.232484,-0.394547,-0.799575,0.65295,0.251927,rap
2.240498,2.036732,0.060379,-1.041503,0.835837,0.883318,1.152619,1.237746,0.317888,-0.798369,-1.300627,-0.045545,0.021816,0.598245,rap
-0.678512,2.309999,2.806342,-2.64067,1.150345,-0.404558,-0.739309,0.895086,-0.017449,-0.981965,-0.930437,1.052194,0.245369,1.117547,rap
1.480223,0.382723,0.65007,-2.024257,0.325557,-0.031535,1.105056,-0.583386,-0.229716,-0.57692,-0.648437,-0.304671,-0.171256,0.236331,rap
0.15313,-3.368691,2.548647,-1.489803,1.21548,-2.633213,-0.09231,1.418826,1.653145,-0.409905,-1.151503,-0.583949,-2.222752,-3.294449,rap
-4.898158,0.500209,-0.360955,0.285408,-0.395303,-0.322821,-0.380221,1.436291,-0.625313,-0.302139,0.259309,0.028441,0.293112,0.487823,rap
-4.783732,-0.198365,-1.106038,0.662584,-0.256552,-0.437573,-0.293012,1.506244,-0.00955,-0.285058,0.443498,0.207486,0.18632,0.607045,rap
-6.056647,2.052853,0.87723,0.443773,0.135747,0.243976,-2.120535,-0.085654,0.027795,-0.837926,-0.978446,0.320605,-0.007386,0.4281,rap
-5.760699,1.987154,0.187364,0.285402,-1.002685,0.053611,-1.328917,0.500317,-0.183215,0.189191,-1.629545,0.250199,0.094181,0.110549,rap
-4.629116,2.315407,-0.895848,2.054521,-2.060485,1.190931,-0.641543,1.117984,-0.638169,-0.108782,0.611541,-0.649143,-0.076096,0.283642,rap
-4.00191,1.156717,2.082599,-0.548293,2.026943,0.120179,-0.353219,-0.136373,-0.156887,0.661778,1.597258,-1.581698,-0.39595,-1.612181,rap
-3.98636,3.823307,0.882035,0.88392,-1.229123,1.147727,-1.93793,0.45762,-0.901243,0.115249,1.838406,0.523117,0.2688,0.567442,rap
-0.157548,-3.331522,-0.238635,2.739799,-0.312849,-0.058862,-0.02249,1.823704,-2.920433,0.282796,0.062131,-0.53842,0.08959,0.442691,rap
-3.289372,4.323043,-0.406332,0.674506,0.820924,1.007238,-1.722908,2.125009,-0.090589,0.368298,1.754094,-0.654671,0.031532,0.694943,rap
0.345924,2.301156,-1.045143,-1.743674,-1.137517,-0.553247,-0.3673,0.412665,0.192002,2.448552,0.998753,-0.753586,0.859948,-0.358588,rap
-4.132649,1.619707,1.887717,-1.653911,-0.131324,-0.97613,-1.965982,1.111288,-0.341297,0.022293,-0.927084,0.266951,1.151212,1.160687,rap
-0.223537,1.980685,0.104611,-1.922334,1.334044,-0.156233,0.048417,-0.47878,-0.635946,-1.087953,0.642424,-1.83292,0.136609,-1.061252,rap
-4.132649,1.619707,1.887717,-1.653911,-0.131324,-0.97613,-1.965982,1.111288,-0.341297,0.022293,-0.927084,0.266951,1.151212,1.160687,rap
-1.285484,0.765868,-0.060949,-2.100397,-0.956469,-1.315321,-0.278496,1.011215,1.889393,0.486103,0.692736,-0.624322,0.601938,0.363835,rap
-2.961524,-3.474554,1.615555,0.894513,-0.536836,-1.035016,-2.008959,-1.508337,1.809979,-0.493961,0.523604,-1.252083,0.53193,0.659154,rap
-4.643866,-2.368439,1.333163,-0.071325,2.804114,-0.670718,-1.438116,-1.153828,1.567003,0.350887,1.253264,-0.592606,0.702912,1.146116,rap
-2.587597,0.639113,-0.751761,-0.442295,-1.40701,-0.245222,0.637877,1.183633,-0.186602,-0.09174,0.264379,-0.330389,0.616104,-0.044062,rap
-5.060768,1.497073,1.302152,0.624371,-0.925202,0.235404,-1.657746,0.720295,0.026907,-0.39148,-0.241592,1.148595,0.287829,0.351933,rap
-4.727235,-1.454921,1.781676,0.189281,0.956002,-0.576308,-1.196586,-0.1461,0.581414,-1.006781,1.421514,0.049714,0.171679,0.053709,rap
-4.500863,-2.504355,0.243468,0.221663,-1.201617,-1.530733,-0.725592,-0.028414,-0.426436,0.41692,0.585202,0.327619,0.450283,-0.054993,rap
-5.239818,-0.383367,-0.702417,0.268311,-1.553948,-0.982142,-0.60339,1.195513,-0.059272,0.653689,0.179624,0.278955,0.118346,0.226907,rap
-4.099244,0.029908,-0.704686,-1.532548,0.082915,-1.265916,-0.236995,-0.595587,1.390177,0.845451,0.181114,-0.950077,0.088416,-0.368039,rap
-3.817792,-2.896576,0.247555,-1.207103,-1.435295,-2.33781,0.04417,-0.300194,-0.411326,0.668515,-0.62305,0.31638,-1.437038,0.490401,rap
0.295925,-3.84248,2.546086,0.790474,1.52561,-3.098033,-2.136229,6.685305,-0.991939,-0.649605,-2.949975,3.079521,-0.888998,-1.891025,rap
-3.459928,-0.102065,1.563312,-1.260277,0.650516,-1.176352,-0.017516,1.740573,1.137557,0.929755,0.553106,0.449233,-2.726739,0.139375,rap
1.455257,-3.332554,4.092503,1.330238,1.722126,0.297798,0.177753,0.838562,0.068757,0.084356,0.05673,0.932005,0.422551,0.128592,rap
-4.207323,-0.131226,1.060756,-0.78235,-0.523934,-1.299551,-0.461391,1.588712,0.119531,0.723949,1.136059,0.513797,-0.146305,-0.890538,rap
-4.21587,-2.190778,4.242294,-0.98883,-2.880549,-1.978191,-1.744606,-0.12966,-1.915667,-0.038152,0.085685,1.054265,-1.702536,0.935873,rap
-2.780738,-3.170191,3.288031,0.624736,0.717533,-1.103243,-1.768879,-0.351789,-0.333403,0.117959,-0.49538,1.242686,-0.130569,0.461033,rap
0.19278,-1.404193,1.442621,-1.319322,-1.095913,-0.823552,0.956278,-0.302119,-0.438063,-0.3993,0.609475,-0.138537,0.25253,-0.66025,rap
-3.504196,-1.651973,4.1519,-1.824267,1.253492,-1.550338,-1.343689,0.018613,0.487833,0.711163,-0.190327,0.895252,0.343996,-0.04177,rap
-1.540719,-1.822106,1.547752,0.248089,-3.635411,-0.75525,-0.124317,0.274665,-0.055904,-0.357701,0.578121,0.639607,-0.612342,0.124284,rap
0.19278,-1.404193,1.442621,-1.319322,-1.095913,-0.823552,0.956278,-0.302119,-0.438063,-0.3993,0.609475,-0.138537,0.25253,-0.66025,rap
-1.054865,-1.152443,0.976444,-1.150419,1.827824,-0.534081,0.824848,0.235989,-0.639786,-0.1684,-0.738229,0.626048,0.445254,-0.194235,rap
-2.526232,3.455411,1.408887,0.052348,0.572696,1.364989,-0.404259,-0.236868,-0.033881,-0.572321,-0.001667,-0.304579,0.142958,-1.2353,rap
0.846846,5.638787,0.493071,1.166096,-0.176921,2.26902,-1.669765,0.449724,1.872781,-0.246055,1.469306,-0.123016,-0.15523,-0.897711,rap
-3.529511,3.371549,1.519584,0.91228,1.591796,1.812917,-1.051261,-0.146861,0.16242,0.47058,-0.688339,0.449875,0.506683,-0.317049,rap
-2.807266,2.907278,1.481182,0.263111,0.110222,1.274892,-0.827278,-0.314129,-0.437318,-0.195735,0.092246,0.043539,0.626981,-0.228903,rap
-3.315041,3.857686,1.732129,0.743847,0.798863,1.787761,-0.9952,0.101919,0.464031,1.270364,-0.808306,0.04789,0.319314,-0.772723,rap
-1.478054,3.224512,0.385717,-1.228981,1.215606,0.422111,-0.419339,1.079051,0.258329,0.519231,0.189984,-0.145704,1.058939,0.418464,rap
-0.864636,2.801308,0.669651,-2.048928,1.510944,0.084729,0.02578,1.052132,0.096738,0.642813,0.163745,0.354148,-0.953087,1.596457,rap
-1.849768,2.878572,0.808958,-2.267269,-1.810952,-0.961495,-0.984756,2.039339,0.223591,-1.045415,0.081329,0.694936,1.118659,0.87752,rap
-2.201973,2.033057,2.734494,-2.854122,-1.431679,-1.092358,0.146298,0.812453,-3.701822,-0.670188,0.562785,-0.623324,0.05473,-1.236678,rap
-1.187888,0.370583,2.815377,-2.788906,-1.093931,-0.837921,1.51464,-1.057551,-3.107667,-0.685313,0.688882,-1.002953,-1.875687,-1.685336,rap
-4.598026,-3.952123,0.095873,-0.408905,-0.969498,-2.925321,-0.236262,1.36411,-0.867423,-0.063703,3.942238,1.040081,-0.728386,-1.489363,rap
1.303728,0.829638,1.391124,-2.694481,1.699002,-0.503975,-0.341033,-0.991843,0.396022,-0.517934,-2.376724,0.134537,0.304384,-0.173778,rap
-1.970033,2.288883,-1.817448,-1.922682,0.829761,-0.545203,-0.054054,-0.319083,-0.50871,0.404265,0.295313,0.524019,0.762407,-0.010265,rap
-0.209727,0.47435,-1.852451,0.067293,0.533032,0.270753,1.200573,0.394527,-0.097049,-0.425865,0.192439,-0.589828,-1.118472,-0.510776,rap
-2.944764,0.083529,-0.90385,-0.409253,-2.166493,-0.423788,0.067401,-1.143279,0.324949,-0.249248,0.936577,0.026503,0.593868,0.072696,rap
1.848012,-0.610071,-3.069713,-1.694564,-0.424203,-1.454007,-0.37824,-0.89883,-0.01724,-0.511814,1.115332,-0.036575,0.692515,-0.038922,rap
-2.026528,-2.492948,-2.394658,1.09024,1.726379,-0.769482,-0.065757,0.689205,0.140726,-0.938959,-0.754709,-0.198549,0.382057,0.035889,rap
-6.093996,0.349766,-2.898632,-1.161819,1.273245,-1.673393,0.496755,1.503802,-4.292292,0.999348,0.349234,-0.184188,0.608993,0.432938,rap
-3.994217,0.496836,-2.182181,-1.775311,1.640599,-1.12072,0.608094,-0.112436,-0.508062,-0.412155,0.023888,1.003393,-1.089542,1.149849,rap
1.738024,-1.073262,-2.017778,-2.207203,-2.27839,-1.613239,0.604137,-0.866377,-0.527041,-1.333302,0.851624,0.644239,-1.264439,1.003737,rap
-3.033478,1.893774,2.431678,-1.941684,1.475074,-0.74746,-0.348456,2.382407,-0.82166,1.157028,-1.260841,-0.210914,0.469369,-0.538693,rap
-3.018133,3.043081,2.052245,-0.918376,-1.726889,-0.03906,-0.930595,2.343867,-0.892502,-0.175232,-1.011187,0.275422,0.271821,0.434182,rap
-1.698237,-0.913555,0.111691,-1.554998,-1.351138,-1.938874,-0.755,1.343168,0.855133,-1.123835,-1.053423,-0.361631,0.307817,1.009994,rap
2.014702,-2.973492,1.852123,-0.733846,0.584415,-1.396539,-0.126279,0.646081,-0.351057,-1.141733,0.795359,-0.972257,0.301027,-0.063686,rap
-3.502352,2.050204,2.494729,-1.760106,-1.616117,-1.124773,-1.720708,1.124392,1.519399,-0.592486,0.319225,0.086943,-0.065264,-0.451124,rap
-4.547091,0.965547,1.300443,0.806604,0.060871,0.702566,-0.82048,0.006161,-0.430232,-0.694549,0.780781,0.52472,0.450624,0.158886,rap
-5.199425,1.497114,2.012,0.815973,-1.007542,0.369187,-2.00821,-0.447918,1.799543,-0.641327,0.44177,-0.109805,-0.596921,-0.636201,rap
-3.397308,0.460791,1.413005,-0.155833,-0.959205,0.140111,-0.29531,-0.294667,-0.063691,0.111878,1.268382,0.722496,-0.332436,0.116402,rap
-4.513754,-2.156152,0.344494,0.897181,-0.82619,-0.475335,-0.147061,-0.746979,-1.321396,0.284551,1.18064,1.575273,0.53861,-0.253153,rap
-3.569916,-0.946998,1.738522,1.244245,-1.076183,0.357145,-0.67267,-0.988208,-0.841622,-0.101316,0.313504,0.40162,0.6559,-0.503661,rap
-2.095092,2.195004,-1.656042,-0.549773,2.303021,0.307772,0.927912,2.1066,-2.881303,-0.003452,0.833719,0.181905,1.085643,0.245119,rap
-2.792667,3.40922,-0.116922,-1.040574,1.353207,0.215333,-0.306724,1.878417,0.027851,0.320272,0.321952,0.452211,0.476429,-0.054887,rap
-2.481839,2.482998,-1.528927,-0.086344,-0.743241,0.018149,-0.271276,1.773013,-0.544343,-1.490952,1.370687,-0.285128,0.168297,0.145335,rap
-0.533248,-3.160251,3.357152,-1.807225,0.943827,-1.811639,-0.864015,-0.740832,-0.017593,0.82487,-1.164153,-0.049387,-0.219683,0.989562,rap
-2.416103,4.333895,-0.225839,-0.835667,0.22424,0.43561,-0.720417,1.980426,0.65806,1.20855,-0.116992,-0.090601,0.163702,-0.412487,rap
-3.989797,2.855825,0.878005,-1.494913,0.522922,-0.66088,-1.372102,2.373239,-0.154722,-0.487047,0.30404,0.969878,0.637404,0.925787,rap
-1.890552,-3.492081,4.025866,-1.66168,1.739272,-2.362449,-1.312199,-0.320937,-0.293302,0.535129,-0.833961,-0.379291,0.179527,-0.250617,rap
-2.078287,-3.53857,3.782716,-1.357968,1.736781,-2.384802,-1.903172,-1.067239,1.493096,0.266065,-0.813295,0.043215,-0.290195,-0.425553,rap
-2.78418,0.881241,2.57956,-3.762787,1.578417,-2.290128,-0.102342,1.600975,0.270451,1.252871,0.928437,-0.621959,-0.552486,-1.771608,rap
-3.237653,-2.292323,3.143808,-2.138895,-0.166625,-2.773396,-1.953889,0.108441,2.895259,-0.793447,-1.040304,-0.4981,-0.785475,-0.119943,rap
-0.499753,-4.121924,-0.172893,2.911175,1.193335,-0.669651,-0.612759,2.875112,0.520823,0.883317,0.584732,1.06456,-0.000799,-1.075139,rap
-5.743292,-0.829728,1.262146,-0.671705,0.415499,-1.243178,-1.180278,-0.418796,-0.036021,0.357469,1.136075,0.502652,-0.806148,0.178648,rap
-5.790295,-1.709761,-0.475512,-0.717562,-0.380484,-2.231158,-0.789707,1.120777,0.36899,0.497249,1.085239,-0.295644,-0.31518,-0.036872,rap
-6.119308,-0.518007,0.056433,-0.44156,0.985807,-1.337947,-1.046082,0.720024,-0.645636,1.362996,0.774035,-0.83245,-0.010005,0.189487,rap
-5.926971,-1.710598,0.698818,-1.59109,0.355941,-2.395608,-1.21152,-0.605524,0.851232,-0.048346,0.869584,-0.462468,-0.404864,-0.615695,rap
-1.561742,4.443907,0.890705,-2.065651,-0.079718,0.019479,-1.187202,0.97595,0.629743,0.849194,-0.367408,-0.785392,0.536578,-0.356337,rap
-2.78524,4.738555,-0.983361,-0.725842,0.28566,0.40703,-1.207293,1.440467,0.287812,1.004003,-0.14288,-0.198975,0.036564,-0.349914,rap
-4.219935,4.061054,-0.436465,-1.870756,0.743292,-0.453398,-1.21137,1.12592,-0.469942,-0.90856,-0.465073,0.162793,0.173217,-0.009626,rap
-1.752108,3.195139,-0.455087,0.818645,2.483608,1.819544,0.608847,1.447855,0.758922,-1.358436,-0.195597,0.392778,0.457448,-0.483379,rap
-4.192396,3.645374,-0.439497,-1.813046,-0.721561,-0.568786,-0.669701,1.391722,-2.729793,1.31422,-0.471357,0.434775,0.8677,0.112711,rap
-3.226283,0.688574,-0.264135,-3.449968,-1.717102,-2.432287,-0.446186,-0.170456,1.181426,-1.061862,-0.978421,0.756688,0.226925,-0.710409,rap
-1.826887,-0.379221,-1.076046,-3.57476,-1.438715,-2.546608,0.55805,-0.154393,-0.318318,-0.946292,-1.922915,0.613933,-0.100295,0.334059,rap
-1.167161,2.645882,0.430447,-4.009626,1.81179,-1.437256,-0.128805,1.216794,-0.42912,-0.947174,-1.321157,-0.174062,-1.828778,1.164127,rap
4.330563,-2.300355,-1.15562,-1.708195,2.369594,-2.792201,-2.485323,0.480534,0.403121,-1.646683,-1.192498,-0.821142,-1.422217,0.209506,rap
-2.007529,-1.753752,4.08897,-2.820104,0.304618,-1.670413,-2.024474,-1.559383,0.092581,-1.660399,-2.152398,0.563219,0.447225,2.046425,rap
-3.093153,3.070965,-2.791672,-0.803038,-1.149162,-0.41776,-0.847857,0.778761,-0.142952,-0.548567,-1.03299,-0.764536,0.287767,0.548232,rap
-2.738559,0.116869,-0.669148,-0.735008,-0.779746,-0.591049,-0.468465,-0.488554,-0.492706,-0.539591,-0.897932,-0.441027,0.939701,0.484999,rap
-2.893187,0.742835,-1.407656,-2.653744,0.291776,-1.731543,-0.202014,0.619656,-0.396354,-0.951982,0.591556,0.158157,0.905549,1.02022,rap
-2.770464,2.647439,-0.935629,-1.482252,-1.589183,-0.470003,-0.357376,0.416084,-0.643229,0.165492,-0.760619,-0.593746,0.672443,0.000375,rap
-0.167801,-0.889648,-1.130526,-0.201789,-0.641775,-0.196782,1.418822,-0.025638,-1.780352,-0.561386,-1.003531,0.614113,-1.466076,0.70743,rap
